TIEMPO_BARRIDO,SI,SI,
TIEMPO_ENCENDIDO,SI,NO,
TIEMPO_PRE_ENCENDIDO,NO,NO,
TIEMPO_SQ3,NO,NO,
TIEMPO_MAX,NO,NO,
TIEMPO_POSTBARRIDO,SI,SI,
TIEMPO_PAB_INICIAL,SI,NO,
TIEMPO_VPS_INIT,NO,NO,
TIEMPO_VPS_ESTABLE,NO,NO,
TIEMPO_POS,SI,NO,
TIEMPO_AL_DET,SI,NO,
TIEMPO_AP_MOD,SI,NO,
TIEMPO_PIL_INT,SI,NO,
TIEMPO_CARRERA_ACT,SI,NO,
TIEMPO_ESTADO,NO,NO,
TIEMPO_SINCRO,SI,NO,
POSICION_ARRANQUE,SI,SI,
POSICION_MINIMA,SI,SI,
POSICION_MAXIMA,SI,SI,
TOLERANCIA_POS,NO,NO,
MAX_TEMP_AMB,SI,NO,
NIVEL_DET,NO,NO,
PILOTO_SPI,SI,NO,
USO_MVC,SI,NO,
USO_VPS,SI,NO,
CONTROL_POSICIONAMIENTO,SI,NO,
ACCION_CORTE_LUZ,SI,NO,
POTE_COM,SI,NO,
MODO_INICIO,SI,NO,
MODO_PAB,SI,NO,
MODO_PGB,SI,NO,
MODO_PGA,SI,NO,
MODO_POTE,SI,NO,
MODO_SAL1,SI,NO,
MODO_MOTOR,SI,NO,
MODO_PID,SI,NO,
MODO_POS,SI,NO,
MODO_SAL2,SI,NO,
CONTADOR_AL_CBT,SI,NO,
CONTADOR_AL_FLL,SI,NO,
CONTADOR_AL_MVC,SI,NO,
CONTADOR_AL_VPS1,SI,NO,
CONTADOR_AL_PAB,SI,NO,
CONTADOR_AL_PGB,SI,NO,
CONTADOR_AL_PGA;28,SI,NO,
CONTADOR_AL_TIEMPO_MAX,SI,NO,
CONTADOR_AL_TEMP,SI,NO,
CONTADOR_AL_VPS2,SI,NO,
CONTADOR_AL_POS,SI,NO,
AJUSTE_TEMP_AMB,NO,NO,
AJUSTE_MIN_POTE,NO,NO,
AJUSTE_MIN_PID,NO,NO,
AJUSTE_MIN_POS,NO,NO,
AJUSTE_MIN_DET,NO,NO,
AJUSTE_MAX_POTE,NO,NO,
AJUSTE_MAX_PID,NO,NO,
AJUSTE_MAX_POS,NO,NO,
AJUSTE_MAX_DET,NO,NO,
AJUSTE_MIN_SAL1,NO,NO,
AJUSTE_MIN_SAL2,NO,NO,
AJUSTE_MAX_SAL1,NO,NO,
AJUSTE_MAX_SAL2,NO,NO,
FILTRO_ADC_POTE,NO,NO,
FILTRO_ADC_PID,NO,NO,
FILTRO_ADC_POS,NO,NO,
FILTRO_ADC_DET,NO,NO,
FILTRO_SAL1,NO,NO,
FILTRO_SAL2,NO,NO,
TEMP_AMBIENTE,SI,NO,
VX_POTE,SI,NO,
VX_PID,SI,NO,
VX_POS,SI,NO,
VX_DET,SI,NO,
VX_SAL1,SI,NO,
VX_SAL2,SI,NO,
CUENTAS_VX_POTE,NO,NO,
CUENTAS_VX_PID,NO,NO,
CUENTAS_VX_POS,NO,NO,
CUENTAS_VX_DET,NO,NO,
ESTADO_ENT_SAL,NO,NO,
ULTIMO_ESTADO,SI,NO,
ESTADO_ACTUAL,NO,NO,
ESTADO_ABF,NO,NO,
RELACION_SAL1_SAL2_01,NO,NO,
RELACION_SAL1_SAL2_02,NO,NO,
RELACION_SAL1_SAL2_03,NO,NO,
RELACION_SAL1_SAL2_04,NO,NO,
RELACION_SAL1_SAL2_05,NO,NO,
RELACION_SAL1_SAL2_06,NO,NO,
RELACION_SAL1_SAL2_07,NO,NO,
RELACION_SAL1_SAL2_08,NO,NO,
RELACION_SAL1_SAL2_09,NO,NO,
RELACION_SAL1_SAL2_10,NO,NO,
RELACION_SAL1_SAL2_11,NO,NO,
RELACION_SAL1_SAL2_12,NO,NO,
RELACION_SAL1_SAL2_13,NO,NO,
RELACION_SAL1_SAL2_14,NO,NO,
RELACION_SAL1_SAL2_15,NO,NO,
RELACION_SAL1_SAL2_16,NO,NO,
RELACION_SAL1_SAL2_17,NO,NO,
VERSION_SOFT,NO,NO,
